lot_area,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,bsmt_unf_sf,heating,central_air,1st_flr_sf,2nd_flr_sf,total_sqr_ft,bedrooms,kitchen_qual,total_rooms,garage_type,car_garage,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,mo_sold,yr_sold,total_bathrooms,remodeled_y/n,total_bsmtfin_sf,finbsmt/gr_liv_area,avg_cs_index_value
8712,IDOTRR,1Fam,Single Story,5,5,1952,1952,540,GasA,N,1044,0,1044,2,Fa,4,Basment,2,504,0,0,0,0,6,2010,1,N,0,1044,144.67
8212,Edwards,1Fam,Single Story,3,3,1914,1950,661,GasA,N,864,0,864,2,TA,5,Detchd,1,200,0,0,96,0,6,2010,2,Y,203,1067,144.67
10307,OldTown,Duplex,Two Story,6,5,1910,1950,339,GasA,N,972,972,1944,4,TA,12,Detchd,2,324,0,28,169,0,6,2009,3,Y,633,2577,148.55
3811,Crawfor,TwnhsE,Single Story,8,5,2004,2005,221,GasA,Y,1646,0,1646,2,Gd,5,Attchd,2,525,128,53,0,155,5,2010,4,Y,1373,3019,144.67
10656,Timber,1Fam,Single Story,8,5,2006,2007,1638,GasA,Y,1646,0,1646,3,Gd,6,Attchd,3,870,192,80,0,0,11,2007,2,Y,0,1646,179.94
8094,OldTown,1Fam,Two Story,6,6,1915,1950,1048,GasA,Y,1048,720,1768,3,TA,8,Detchd,2,576,0,0,150,0,6,2009,2,Y,0,1768,148.55
9066,CollgCr,1Fam,Two Story,8,5,1999,2000,336,GasA,Y,1004,848,1852,3,Gd,7,Attchd,3,660,224,106,0,0,12,2008,3,Y,668,2520,164.06
5000,BrkSide,1Fam,Unfinished 1 1/2 Story,6,7,1926,1950,992,GasA,Y,1013,0,1013,3,TA,6,Detchd,1,160,0,0,101,0,7,2008,1,Y,0,1013,164.06
5784,OldTown,1Fam,Single Story,5,8,1938,1996,190,GasA,Y,886,0,886,2,TA,4,Attchd,1,273,144,20,80,0,4,2009,1,Y,0,886,148.55
8076,Gilbert,1Fam,Single Story,6,6,1993,1994,455,GasA,Y,1169,0,1169,3,TA,6,Attchd,2,402,0,26,0,144,7,2006,3,Y,705,1874,183.48
14778,Crawfor,1Fam,Single Story,6,7,1954,2006,568,GasA,Y,1640,0,1640,3,Gd,7,Detchd,2,924,108,0,0,0,4,2008,2,Y,728,2368,164.06
11194,Gilbert,1Fam,Two Story,8,5,2000,2000,1406,GasA,Y,1454,482,1936,3,Gd,7,Attchd,2,504,188,124,0,0,11,2006,3,N,0,1936,183.48
21750,Mitchel,1Fam,Single Story,5,4,1960,2006,0,GasA,Y,1771,0,1771,3,TA,9,Attchd,2,336,0,0,0,0,11,2009,1,Y,0,1771,148.55
10176,Gilbert,1Fam,Single Story,7,5,1990,1990,663,GasA,Y,1341,0,1341,2,Gd,5,Attchd,2,506,192,0,0,0,2,2010,3,N,637,1978,144.67
9375,CollgCr,1Fam,Two Story,7,5,1997,1998,318,GasA,Y,1057,977,2034,3,Gd,8,Attchd,2,645,576,36,0,0,2,2009,4,Y,739,2773,148.55
7018,SawyerW,Duplex,Split Foyer Style,5,5,1979,1979,0,GasA,Y,1224,0,1224,2,TA,6,Detchd,2,528,120,0,0,0,6,2009,4,N,1086,2310,148.55
8640,Somerst,1Fam,Two Story,7,5,2009,2009,78,GasA,Y,932,920,1852,3,Gd,7,Attchd,2,644,168,108,0,0,7,2009,4,N,822,2674,148.55
10140,NWAmes,1Fam,Single Story,5,6,1975,1975,268,GasA,Y,1074,0,1074,3,TA,6,Attchd,2,495,0,88,0,0,7,2006,3,N,788,1862,183.48
2308,NPkVill,TwnhsE,Two Story,6,5,1976,1976,498,GasA,Y,804,744,1548,3,TA,7,Detchd,2,440,108,0,0,0,9,2009,3,N,306,1854,148.55
11210,CollgCr,1Fam,Single Story,7,5,2005,2006,1594,GasA,Y,1614,0,1614,3,Gd,7,Attchd,3,865,144,59,0,0,7,2006,2,Y,20,1634,183.48
8094,OldTown,2fmCon,Unfinished 2 1/2 Story,6,8,1910,1983,1046,GasA,Y,1242,742,1984,5,TA,8,Detchd,1,360,64,0,180,0,6,2008,2,Y,196,2180,164.06
7875,NAmes,1Fam,Single Story,5,6,1961,1961,572,GasA,Y,1144,0,1144,3,TA,6,Attchd,2,456,0,0,0,0,9,2008,2,N,572,1716,164.06
8777,Edwards,1Fam,Single Story,5,7,1910,1950,796,GasA,Y,796,0,796,2,TA,4,0,0,0,328,0,164,0,7,2008,1,Y,0,796,164.06
10180,NAmes,1Fam,Single Story,5,6,1968,1968,168,GasA,Y,1044,0,1044,3,TA,5,Attchd,2,372,200,48,0,0,6,2008,3,N,744,1788,164.06
11249,CollgCr,1Fam,Single Story,6,5,1995,1995,322,GasA,Y,1200,0,1200,3,Gd,6,Attchd,2,521,0,26,0,0,8,2007,3,N,878,2078,179.94
14559,NAmes,1Fam,Single Story,5,7,1951,2000,178,GasA,Y,1363,0,1363,2,TA,6,CarPort,1,288,324,42,0,168,10,2009,2,Y,830,2193,148.55
25000,Mitchel,Duplex,Single Story,5,4,1967,1967,1632,GasA,Y,1632,0,1632,4,TA,8,Attchd,2,576,0,0,0,0,6,2007,2,N,0,1632,179.94
11800,CollgCr,1Fam,Single Story,5,5,1974,1974,201,GasA,Y,894,0,894,3,TA,5,Attchd,2,440,0,0,0,0,8,2007,1,N,663,1557,179.94
7311,OldTown,1Fam,Single Story,2,5,1946,1950,407,GasA,N,407,0,407,1,TA,3,Detchd,1,297,76,0,120,0,3,2008,1,Y,0,407,164.06
17120,ClearCr,1Fam,Finished 1 1/2 Story,4,4,1959,1959,0,GasA,Y,1120,468,1588,4,TA,7,Detchd,2,680,0,59,0,0,7,2008,2,N,0,1588,164.06
8400,SawyerW,1Fam,Single Story,4,4,1950,1950,721,GasA,Y,841,0,841,2,TA,4,CarPort,1,294,250,0,24,0,9,2009,1,N,0,841,148.55
9620,Mitchel,1Fam,Split Level Style,6,7,1977,1977,564,GasA,Y,1285,0,1285,3,Gd,6,Attchd,2,473,375,26,0,0,6,2010,3,N,679,1964,144.67
12460,Gilbert,1Fam,Two Story,7,5,1999,2000,167,GasA,Y,1037,1285,2322,4,TA,8,BuiltIn,2,400,144,44,0,0,5,2008,3,Y,870,3192,164.06
8400,NAmes,1Fam,Split Foyer Style,5,6,1968,1968,89,GasA,Y,898,0,898,3,TA,6,Attchd,1,326,143,0,0,0,8,2006,2,N,744,1642,183.48
5389,StoneBr,TwnhsE,Single Story,8,5,1995,1996,415,GasA,Y,1616,0,1616,2,Gd,5,Attchd,2,608,237,152,0,0,3,2010,3,Y,1180,2796,144.67
13284,Sawyer,1Fam,Single Story,5,5,1954,1954,319,GasA,Y,1383,0,1383,3,TA,6,Attchd,1,354,511,116,0,0,6,2008,2,N,1064,2447,164.06
9803,Timber,1Fam,Single Story,7,5,2009,2010,1214,GasA,Y,1214,0,1214,2,Gd,6,Attchd,2,520,0,25,0,0,1,2010,2,Y,0,1214,144.67
12350,NridgHt,1Fam,Two Story,9,5,2009,2009,379,GasA,Y,1365,1325,2690,3,Ex,8,Attchd,3,864,0,197,0,0,7,2009,4,N,986,3676,148.55
9863,OldTown,1Fam,Two Story,6,6,1927,1950,322,GasA,Y,914,728,1642,4,TA,9,Detchd,1,374,0,0,0,0,3,2007,3,Y,406,2048,179.94
7379,Somerst,1Fam,Two Story,8,5,2000,2000,491,GasA,Y,975,873,1848,3,Gd,7,Attchd,2,592,280,184,0,0,4,2010,4,N,484,2332,144.67
2058,BrDale,Twnhs,Two Story,6,5,1973,1973,672,GasA,Y,672,546,1218,4,Ex,7,Detchd,1,264,0,28,0,0,12,2007,2,N,0,1218,179.94
6240,BrkSide,1Fam,Finished 1 1/2 Story,6,6,1931,1950,459,GasA,Y,959,408,1367,3,TA,6,Detchd,1,560,0,0,0,120,11,2007,1,Y,425,1792,179.94
9680,NAmes,1Fam,Single Story,5,6,1967,1967,500,GasA,Y,1510,0,1510,3,Gd,6,Attchd,2,517,0,40,0,204,4,2010,3,N,1010,2520,144.67
9783,Gilbert,1Fam,Two Story,6,5,1996,1996,821,GasA,Y,821,955,1776,3,TA,7,BuiltIn,2,443,286,116,0,0,5,2006,3,N,0,1776,183.48
11250,CollgCr,1Fam,Two Story,7,5,1995,1996,245,GasA,Y,950,1045,1995,4,Gd,8,Attchd,2,610,275,170,0,0,7,2006,4,Y,685,2680,183.48
9605,Somerst,1Fam,Two Story,7,5,2006,2006,982,GasA,Y,982,995,1977,3,Gd,7,Attchd,3,574,240,53,0,0,7,2007,3,N,0,1977,179.94
10800,OldTown,1Fam,Two Story,7,8,1890,1998,718,GasA,Y,1576,978,2554,3,TA,8,Detchd,2,704,0,48,143,0,7,2007,2,Y,0,2554,179.94
10738,NWAmes,1Fam,Single Story,6,7,1966,1966,301,GasA,Y,1093,0,1093,3,TA,6,Attchd,2,484,224,0,0,0,7,2007,3,N,792,1885,179.94
9724,NAmes,1Fam,Finished 1 1/2 Story,5,7,1952,2002,470,GasA,Y,1929,532,2461,3,TA,7,Detchd,2,400,0,0,0,0,3,2010,2,Y,670,3131,144.67
8923,NAmes,1Fam,Single Story,5,7,1953,2006,365,GasW,Y,1008,0,1008,2,Gd,6,Attchd,1,240,0,18,0,0,12,2007,2,Y,643,1651,179.94
7800,SawyerW,1Fam,Two Story,7,5,2005,2005,891,GasA,Y,891,795,1686,3,Gd,8,Attchd,2,462,144,101,0,0,4,2006,3,N,0,1686,183.48
10357,SawyerW,1Fam,Single Story,7,5,1990,1991,172,GasA,Y,1442,0,1442,3,Gd,6,Attchd,2,719,0,244,0,0,5,2007,3,Y,738,2180,179.94
6488,Edwards,1Fam,Finished 1 1/2 Story,5,5,1942,1950,569,GasA,N,799,351,1150,3,TA,6,BuiltIn,1,215,264,0,0,0,3,2006,1,Y,230,1380,183.48
9000,IDOTRR,2fmCon,Finished 1 1/2 Story,5,6,1951,1951,660,GasA,N,1060,336,1396,4,TA,8,0,0,0,0,0,0,0,10,2006,2,N,0,1396,183.48
14541,NoRidge,1Fam,Two Story,8,7,1993,1993,326,GasA,Y,1352,1168,2520,5,Gd,10,Attchd,3,796,209,55,0,0,5,2006,4,N,1012,3532,183.48
10400,NWAmes,1Fam,Two Story,6,5,1972,1972,485,GasA,Y,1012,778,1790,4,TA,8,Attchd,2,484,148,0,0,147,11,2006,4,N,247,2037,183.48
12000,Crawfor,1Fam,Two Story,7,7,1941,1950,429,GasA,Y,860,704,1564,3,Fa,7,Attchd,1,234,0,0,0,0,5,2009,2,Y,275,1839,148.55
10050,NAmes,1Fam,Split Foyer Style,5,6,1966,1966,191,GasA,Y,1280,0,1280,3,TA,6,Basment,2,432,140,40,0,0,6,2007,3,N,602,1882,179.94
14780,NridgHt,1Fam,Single Story,9,5,2005,2005,363,GasA,Y,1868,0,1868,2,Ex,7,Attchd,3,1085,354,56,0,156,6,2006,3,N,1505,3373,183.48
10140,NWAmes,1Fam,Single Story,7,5,1998,1999,379,GasA,Y,1680,0,1680,3,Gd,7,Attchd,2,583,78,73,0,0,6,2009,3,Y,1271,2951,148.55
9129,Mitchel,1Fam,Split Foyer Style,5,5,1977,1977,0,GasA,Y,1008,0,1008,1,Gd,4,Attchd,2,678,201,66,0,0,7,2007,2,N,923,1931,179.94
7950,Edwards,1Fam,Two Story,6,6,1977,1977,155,GasA,Y,698,728,1426,3,TA,6,Attchd,2,440,252,0,0,0,7,2009,2,N,535,1961,148.55
6204,SWISU,1Fam,Finished 2 1/2 Story,4,5,1912,1950,795,GasA,N,954,795,2230,5,TA,10,Detchd,1,440,0,188,0,0,3,2006,2,Y,0,2230,183.48
9120,BrkSide,1Fam,Finished 1 1/2 Story,7,6,1925,1950,697,GasA,Y,1133,687,1820,4,TA,8,Detchd,1,240,0,100,0,0,6,2008,3,Y,329,2149,164.06
11796,Gilbert,1Fam,Two Story,7,5,2004,2005,847,GasA,Y,847,1112,1959,4,Gd,8,BuiltIn,2,434,100,48,0,0,7,2007,3,Y,0,1959,179.94
6449,SWISU,1Fam,Two Story,4,1,1907,1950,634,GasW,N,942,942,1884,4,TA,7,0,0,0,0,0,239,0,3,2010,2,Y,73,1957,144.67
14536,Timber,1Fam,Single Story,8,5,2002,2003,316,GasA,Y,1629,0,1629,3,Gd,9,Attchd,3,808,0,252,0,0,11,2007,3,Y,1300,2929,179.94
15498,Timber,1Fam,Single Story,8,6,1976,1976,0,GasA,Y,2898,0,2898,2,Gd,10,Attchd,2,665,0,72,174,0,5,2008,3,N,1565,4463,164.06
19255,SawyerW,1Fam,Split Level Style,6,5,1983,1983,0,GasA,Y,1338,0,1338,2,Gd,5,Attchd,2,576,0,0,0,0,9,2009,2,N,520,1858,148.55
3196,Blmngtn,TwnhsE,Single Story,7,5,2003,2004,1374,GasA,Y,1557,0,1557,2,Gd,7,Attchd,2,420,143,20,0,0,10,2006,2,Y,0,1557,183.48
10800,OldTown,1Fam,Single Story,4,6,1927,2007,656,GasA,Y,968,0,968,4,TA,5,Detchd,1,216,0,0,0,0,8,2007,2,Y,0,968,179.94
17871,Crawfor,1Fam,Single Story,4,5,1995,1996,1680,GasA,Y,1680,0,1680,4,Gd,7,Attchd,2,628,152,0,0,0,6,2007,2,Y,0,1680,179.94
19958,Timber,1Fam,Single Story,6,8,1958,1995,585,GasA,Y,2279,0,2279,4,Gd,7,Attchd,2,461,274,0,0,138,3,2007,3,Y,0,2279,179.94
7200,OldTown,1Fam,Single Story,4,5,1950,1950,576,GasA,Y,864,0,864,2,TA,5,Detchd,1,528,0,0,0,115,8,2006,1,N,0,864,183.48
8777,Edwards,1Fam,Single Story,3,6,1945,2007,0,GasA,N,640,0,640,2,TA,5,Detchd,1,240,0,0,0,0,4,2010,1,Y,0,640,144.67
10440,Somerst,1Fam,Single Story,6,5,2005,2005,54,GasA,Y,1468,0,1468,2,Gd,6,Attchd,2,528,0,102,0,216,5,2010,3,N,1414,2882,144.67
7861,Gilbert,1Fam,Two Story,6,5,2002,2003,326,GasA,Y,807,702,1509,3,Gd,7,Attchd,2,393,100,75,0,0,6,2006,4,Y,457,1966,183.48
9587,Gilbert,1Fam,Split Level Style,7,5,2005,2005,201,GasA,Y,1166,0,1166,2,Gd,5,Attchd,2,400,212,0,0,0,7,2008,3,N,655,1821,164.06
10410,OldTown,1Fam,Finished 1 1/2 Story,5,7,1916,1987,660,GasA,Y,808,704,1656,3,TA,8,Detchd,1,180,0,0,0,0,7,2009,3,Y,0,1656,148.55
12732,NWAmes,1Fam,Two Story,7,6,1974,1974,150,GasA,Y,1285,782,2067,3,Gd,7,Attchd,2,784,297,40,0,0,6,2009,3,N,602,2669,148.55
10800,OldTown,1Fam,Unfinished 2 1/2 Story,7,7,1914,1970,490,GasA,N,880,888,1768,2,TA,6,Detchd,2,320,0,341,0,0,8,2006,2,Y,390,2158,183.48
9547,NWAmes,1Fam,Single Story,7,6,1993,1993,1594,GasA,Y,1594,0,1594,2,Gd,6,Attchd,2,472,190,80,0,0,7,2007,2,N,0,1594,179.94
10750,NoRidge,1Fam,Single Story,8,5,1994,1995,262,GasA,Y,2063,0,2063,3,Gd,7,Attchd,3,815,182,56,0,0,6,2009,3,Y,1762,3825,148.55
1936,MeadowV,Twnhs,Two Story,4,7,1970,1970,546,GasA,Y,546,546,1092,3,TA,5,0,0,0,0,0,0,0,7,2006,2,N,0,1092,183.48
8100,Sawyer,1Fam,Single Story,5,8,1961,2007,100,GasA,Y,864,0,864,3,Gd,5,Detchd,1,420,132,0,0,0,4,2008,2,Y,764,1628,164.06
3964,MeadowV,TwnhsE,Two Story,6,4,1973,1973,105,GasA,Y,1291,1230,2521,5,TA,10,Attchd,2,576,728,20,0,0,6,2006,4,N,837,3358,183.48
6120,BrkSide,1Fam,Finished 1 1/2 Story,3,5,1930,1950,381,GasA,Y,728,434,1162,3,TA,6,Detchd,1,258,0,24,0,0,11,2006,2,Y,347,1509,183.48
1680,BrDale,Twnhs,Two Story,6,5,1972,1972,143,GasA,Y,525,567,1092,3,TA,6,Detchd,1,264,352,0,0,0,10,2006,2,N,382,1474,183.48
13870,StoneBr,1Fam,Single Story,10,5,2006,2007,590,GasA,Y,2042,0,2042,3,Ex,8,Attchd,3,724,240,52,0,174,10,2007,3,Y,1152,3194,179.94
8472,IDOTRR,Duplex,Single Story,5,5,1963,1963,0,GasA,N,816,0,816,2,TA,5,CarPort,2,516,106,0,0,0,5,2010,2,N,816,1632,144.67
6000,BrkSide,1Fam,Finished 1 1/2 Story,4,6,1936,1950,0,GasA,Y,757,567,1324,3,TA,6,Detchd,1,240,0,0,0,0,7,2009,1,Y,672,1996,148.55
11767,Edwards,1Fam,Two Story,4,7,1910,2000,560,GasA,N,796,550,1346,2,TA,6,Detchd,1,384,168,24,0,0,8,2007,2,Y,0,1346,179.94
8125,Somerst,1Fam,Two Story,7,5,2006,2007,280,GasA,Y,1112,438,1550,2,Gd,7,Attchd,2,438,0,168,0,0,10,2009,3,Y,812,2362,148.55
7628,OldTown,1Fam,Finished 1 1/2 Story,4,6,1940,1985,801,GasA,Y,1095,561,1656,2,TA,8,Detchd,2,440,187,0,0,0,5,2008,2,Y,0,1656,164.06
10206,Edwards,1Fam,Single Story,3,3,1952,1952,0,GasW,N,944,0,944,2,Fa,4,Detchd,2,528,0,0,0,0,7,2009,1,N,0,944,148.55
14115,NWAmes,1Fam,Split Level Style,7,5,1980,1980,336,GasA,Y,1472,0,1472,3,TA,6,Attchd,2,588,233,48,0,0,6,2009,3,N,1036,2508,148.55
9125,Gilbert,1Fam,Split Level Style,7,5,1992,1992,384,GasA,Y,812,670,1482,3,Gd,7,Attchd,2,392,100,25,0,0,7,2007,3,N,0,1482,179.94
12144,NAmes,1Fam,Finished 1 1/2 Story,4,6,1950,1950,455,GasA,Y,910,611,1521,3,Gd,6,Detchd,1,597,199,0,168,0,9,2006,2,N,455,1976,183.48
6291,IDOTRR,1Fam,Single Story,6,6,1930,1950,768,GasA,Y,768,0,768,1,TA,4,Detchd,2,440,0,0,84,0,7,2008,1,Y,0,768,164.06
8470,Somerst,1Fam,Two Story,8,5,2002,2002,471,GasA,Y,972,839,1811,3,Gd,7,Attchd,2,565,225,48,0,0,10,2009,3,N,501,2312,148.55
9525,Edwards,1Fam,Single Story,5,7,1954,1998,218,GasA,Y,1172,0,1172,3,TA,5,Attchd,1,366,240,0,0,0,5,2010,2,Y,954,2126,144.67
12444,NridgHt,1Fam,Single Story,8,5,2008,2008,596,GasA,Y,1932,0,1932,2,Ex,7,Attchd,3,774,0,66,0,0,11,2008,3,N,1336,3268,164.06
9650,NWAmes,1Fam,Single Story,6,5,1977,1977,664,GasA,Y,1334,0,1334,2,TA,6,Attchd,2,630,0,16,0,0,4,2009,3,N,686,2020,148.55
8640,Somerst,1Fam,Single Story,7,5,2008,2008,1402,GasA,Y,1402,0,1402,3,Gd,7,Attchd,2,625,205,126,0,0,5,2009,2,N,0,1402,148.55
6956,Edwards,1Fam,Finished 1 1/2 Story,4,7,1948,1950,624,GasA,Y,624,312,936,3,TA,5,Attchd,1,265,0,0,0,0,7,2006,1,Y,0,936,183.48
12350,NridgHt,1Fam,Single Story,9,5,2008,2008,788,GasA,Y,2020,0,2020,3,Ex,7,Attchd,3,896,192,98,0,0,5,2009,3,N,1232,3252,148.55
3182,Blmngtn,1Fam,Single Story,7,5,2007,2007,1266,GasA,Y,1266,0,1266,2,Gd,6,Attchd,2,388,100,16,0,0,3,2008,2,N,0,1266,164.06
8816,ClearCr,1Fam,Split Level Style,6,7,1971,1971,506,GasA,Y,1052,0,1052,3,TA,6,Attchd,2,440,0,0,0,0,5,2010,2,N,504,1556,144.67
24682,Gilbert,1Fam,Two Story,6,5,1999,1999,841,GasA,Y,892,783,1675,3,TA,7,BuiltIn,2,502,0,103,0,0,6,2009,3,N,0,1675,148.55
13500,OldTown,1Fam,Unfinished 2 1/2 Story,10,9,1893,2000,1237,GasA,Y,1521,1254,2775,3,Gd,9,Detchd,2,880,105,502,0,0,7,2008,4,Y,0,2775,164.06
9340,Edwards,1Fam,Single Story,4,6,1941,1950,328,GasA,Y,672,0,672,2,TA,4,Attchd,1,234,0,113,0,0,8,2009,2,Y,344,1016,148.55
19950,Edwards,1Fam,Two Story,6,7,1928,1950,672,GasA,Y,1337,672,2009,4,TA,8,2Types,3,795,0,42,0,180,7,2006,2,Y,0,2009,183.48
11104,NWAmes,1Fam,Split Level Style,6,6,1969,1969,599,GasA,Y,1427,0,1427,4,TA,7,Attchd,2,516,0,0,0,216,5,2008,3,N,828,2255,164.06
10400,NWAmes,1Fam,Single Story,7,6,1970,1970,1304,GasA,Y,1682,0,1682,3,TA,7,Attchd,2,530,98,0,0,0,5,2008,2,N,0,1682,164.06
8550,BrkSide,1Fam,Finished 1 1/2 Story,5,5,1926,1950,750,GasA,Y,960,356,1316,4,TA,7,Detchd,2,576,0,0,0,0,10,2007,1,Y,0,1316,179.94
9247,NAmes,1Fam,Two Story,6,6,1962,1962,539,GasA,Y,858,858,1716,4,TA,8,Attchd,2,490,0,84,0,120,3,2008,2,N,319,2035,164.06
8930,Sawyer,Duplex,Finished 1 1/2 Story,6,5,1978,1978,0,GasA,Y,1318,584,1902,4,TA,8,Attchd,2,539,0,0,0,0,4,2010,2,N,0,1902,144.67
13041,Gilbert,1Fam,Two Story,6,5,1995,1995,781,GasA,Y,781,890,1671,3,TA,7,Attchd,2,423,0,84,0,0,2,2006,3,N,0,1671,183.48
10921,Edwards,1Fam,Single Story,4,5,1965,1965,440,GasA,Y,960,0,960,3,TA,6,Attchd,1,432,120,0,0,0,5,2007,2,N,520,1480,179.94
11751,NWAmes,1Fam,Single Story,6,6,1977,1977,1139,GasA,Y,1844,0,1844,3,TA,7,Attchd,2,546,0,122,0,0,1,2010,2,N,705,2549,144.67
8400,SWISU,1Fam,Finished 1 1/2 Story,6,5,1925,1950,758,GasA,Y,1390,304,1694,4,TA,7,Detchd,2,576,342,0,128,0,6,2008,2,Y,423,2117,164.06
9135,CollgCr,1Fam,Single Story,7,5,2002,2003,726,GasA,Y,1536,0,1536,3,Gd,7,Attchd,2,532,192,74,0,0,12,2008,3,Y,810,2346,164.06
3600,OldTown,1Fam,Two Story,6,7,1910,1993,684,GasA,N,684,684,1368,3,TA,7,Detchd,1,216,0,158,0,0,5,2006,1,Y,0,1368,183.48
7590,NAmes,1Fam,Two Story,6,5,1966,1966,148,GasA,Y,660,688,1348,3,TA,6,Attchd,2,453,188,108,0,0,7,2006,2,N,512,1860,183.48
8425,Sawyer,2fmCon,Single Story,5,6,1971,1990,20,GasA,Y,868,0,868,2,TA,6,Detchd,2,576,138,0,0,0,5,2007,2,Y,748,1616,179.94
1596,MeadowV,Twnhs,Split Level Style,4,5,1973,1973,0,GasA,Y,526,462,988,2,TA,5,BuiltIn,1,297,120,101,0,0,11,2009,2,N,462,1450,148.55
20355,ClearCr,1Fam,Single Story,7,6,1967,1967,229,GasA,Y,1830,0,1830,2,TA,6,Attchd,2,521,0,115,168,0,6,2006,2,N,1636,3466,183.48
11069,CollgCr,1Fam,Two Story,6,5,2007,2007,608,GasA,Y,608,788,1396,3,Gd,6,BuiltIn,2,440,100,36,0,0,7,2009,3,N,0,1396,148.55
9660,NoRidge,1Fam,Unfinished 2 1/2 Story,8,5,1997,1997,1173,GasA,Y,1182,1017,2199,3,Gd,9,Attchd,2,516,0,131,0,0,9,2008,3,N,0,2199,164.06
6342,Sawyer,1Fam,Finished 1 1/2 Story,5,8,1875,1996,780,GasA,N,780,240,1020,2,TA,6,0,0,0,0,0,176,0,8,2010,1,Y,0,1020,144.67
10200,Sawyer,1Fam,Single Story,5,8,1940,1997,672,GasA,Y,672,0,672,2,TA,4,Detchd,1,240,168,0,0,0,7,2008,1,Y,0,672,164.06
8877,Edwards,1Fam,Single Story,4,6,1938,1958,126,GasA,Y,816,0,816,2,TA,3,Detchd,1,288,0,0,0,0,5,2009,2,Y,690,1506,148.55
6845,Edwards,Duplex,Single Story,4,5,1955,1955,0,GasA,N,1152,0,1152,2,TA,6,0,0,0,0,0,0,0,7,2008,2,N,0,1152,164.06
9073,Gilbert,1Fam,Two Story,7,5,2006,2006,738,GasA,Y,738,754,1492,3,Gd,8,Attchd,2,440,100,32,0,0,10,2006,3,N,0,1492,183.48
9350,Edwards,Duplex,Split Foyer Style,5,5,1975,1975,0,GasA,N,864,0,864,2,TA,4,0,0,0,0,0,0,0,4,2008,2,N,864,1728,164.06
13072,SawyerW,1Fam,Single Story,6,5,2004,2004,217,GasA,Y,1158,0,1158,3,Gd,5,Detchd,2,576,0,50,0,0,5,2006,3,N,941,2099,183.48
13204,Gilbert,1Fam,Two Story,7,5,2006,2007,608,GasA,Y,608,850,1458,3,Gd,6,BuiltIn,2,454,100,33,0,0,5,2007,2,Y,0,1458,179.94
7155,Crawfor,1Fam,Two Story,6,8,1926,1991,686,GasA,Y,686,775,1461,3,TA,6,Detchd,1,225,0,0,116,0,9,2007,1,Y,0,1461,179.94
7390,NridgHt,TwnhsE,Single Story,9,5,2008,2009,1084,GasA,Y,1884,0,1884,2,Ex,6,Attchd,2,649,231,90,0,0,5,2009,3,Y,800,2684,148.55
9416,Somerst,1Fam,Single Story,7,5,2007,2007,600,GasA,Y,1726,0,1726,3,Ex,8,Attchd,3,786,171,138,0,266,9,2007,3,N,1126,2852,179.94
7175,SawyerW,TwnhsE,Single Story,6,5,1984,1984,0,GasA,Y,752,0,752,2,TA,4,Attchd,1,264,353,0,0,90,2,2010,2,N,744,1496,144.67
10890,SWISU,1Fam,Finished 1 1/2 Story,5,5,1938,1950,128,GasA,Y,1058,493,1551,3,Fa,6,Detchd,1,240,0,0,0,0,7,2006,3,Y,930,2481,183.48
13693,NridgHt,1Fam,Single Story,8,5,2007,2007,195,GasA,Y,2464,0,2464,4,Ex,9,Attchd,3,650,358,78,0,0,8,2008,4,N,2223,4687,164.06
4500,SWISU,1Fam,Finished 1 1/2 Story,5,5,1932,2000,611,GasA,Y,848,672,1520,3,TA,6,Detchd,1,281,0,0,56,0,7,2009,1,Y,182,1702,148.55
11049,CollgCr,1Fam,Single Story,8,5,2007,2007,1234,GasA,Y,1234,0,1234,3,Gd,7,Attchd,2,484,0,30,0,0,1,2008,2,N,0,1234,164.06
10320,IDOTRR,1Fam,Single Story,5,8,1912,1991,451,GasA,Y,759,0,759,1,TA,5,Detchd,2,576,40,0,0,0,6,2008,1,Y,0,759,164.06
7000,NAmes,1Fam,Single Story,5,6,1962,1962,396,GasA,Y,864,0,864,3,TA,5,Attchd,1,336,0,0,0,0,2,2006,2,N,468,1332,183.48
11880,NWAmes,1Fam,Single Story,7,5,1978,1978,567,GasA,Y,1601,0,1601,3,TA,7,Attchd,2,478,0,0,0,0,4,2009,2,N,704,2305,148.55
10172,Mitchel,1Fam,Single Story,5,7,1968,2003,423,GasA,Y,874,0,874,3,TA,5,Attchd,1,288,0,120,0,0,7,2006,2,Y,441,1315,183.48
15865,NAmes,1Fam,Single Story,8,6,1970,1970,1043,GasA,Y,2217,0,2217,4,Gd,8,Attchd,2,621,81,207,0,224,10,2007,3,N,1174,3391,179.94
11067,IDOTRR,1Fam,Finished 1 1/2 Story,2,4,1939,1950,0,GasA,Y,640,0,845,1,TA,4,Detchd,1,256,48,0,0,0,3,2007,1,Y,0,845,179.94
8100,OldTown,1Fam,Unfinished 2 1/2 Story,5,5,1898,1965,849,GasA,N,1075,1063,2138,2,TA,11,Detchd,2,360,40,156,0,0,11,2009,2,Y,0,2138,148.55
11143,Somerst,1Fam,Two Story,8,5,2004,2005,1580,GasA,Y,1580,886,2466,4,Gd,8,Attchd,2,610,159,214,0,0,12,2007,3,Y,0,2466,179.94
